GENDER,STRATUM,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,PROMEDIO
F,Stratum 6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,95,65,80,82,75,76
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,83,67,66,73,82,72
F,Stratum 1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,53,56,62,55,54,57
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,PUBLIC,TECHNICAL,67,75,67,73,69,71
F,Stratum 4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,55,69,57,53,52,58
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,47,52,57,54,50,53
M,Stratum 3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,72,65,77,69,59,68
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,67,62,64,69,93,72
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,63,62,71,75,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,89,70,65,81,88,76
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,83,79,72,80,100,83
M,Stratum 4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,65,65,76,85,73
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,92,87,82,100,90
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,63,88,79,88,80
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,72,71,80,100,81
M,Stratum 3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,78,81,73,71,76
M,Stratum 3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,85,63,58,66,93,70
M,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,79,61,71,83,63,70
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,46,38,43,50,44,44
M,Stratum 1,No,Yes,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,74,67,67,67,48,62
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,51,51,54,48,51
F,Stratum 1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,66,67,62,70,68,67
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PUBLIC,ACADEMIC,55,60,51,56,52,55
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,66,57,58,63,82,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,58,75,64,49,62
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,89,83,81,83,100,87
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,72,67,76,84,75
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,89,79,88,84,100,88
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,69,75,68,88,75
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,58,62,60,54,59
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,83,67,77,79,84,77
M,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,55,57,49,60,62,57
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,70,70,59,66,64,65
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,72,62,78,58,68
F,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,63,55,62,58,53,57
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,72,62,75,70,64,68
F,Stratum 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,59,61,59,73,64,64
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,92,77,96,93,90
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,60,63,69,88,70
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,67,60,58,77,58,63
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,61,65,75,93,74
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,72,63,69,74,61,67
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,69,69,67,70,60,67
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,60,61,63,66,63
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,58,52,62,63,59
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,61,65,65,62,59,63
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,70,62,74,100,77
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,41,38,52,58,52,50
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,61,69,64,67,65
M,Stratum 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,58,58,73,70,65
M,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,77,61,51,63,66,60
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,51,49,56,58,61,56
F,Stratum 1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,72,61,70,60,66
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,PUBLIC,ACADEMIC,69,57,62,65,50,59
F,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,67,72,62,69,67,68
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,63,59,68,53,61
F,Stratum 2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,66,57,54,62,61,59
M,Stratum 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,61,63,50,76,58,62
F,Stratum 2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,50,57,57,56,48,55
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,83,61,62,69,64,64
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,58,69,72,73,71,71
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,51,58,63,60,58
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,69,63,64,67,71,66
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PUBLIC,ACADEMIC,66,65,70,61,53,62
M,Stratum 3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,63,77,68,61,67
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,70,65,65,71,75,69
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,72,63,70,75,70
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,72,72,65,84,73
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,54,44,59,58,54
F,Stratum 3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,78,71,71,60,70
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,61,63,64,81,67
M,Stratum 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,83,54,67,76,65,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,99,78,80,93,100,88
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,54,53,64,60,58
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,70,60,61,65,60,62
M,Stratum 1,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,70,72,66,62,60,65
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,72,69,80,100,80
M,Stratum 2,No,No,No,No,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,67,69,71,66,51,64
M,Stratum 3,No,Yes,Yes,No,No,No,Yes,Yes,No,No,PRIVATE,ACADEMIC,63,58,60,62,60,60
F,Stratum 5,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,59,63,56,54,73,62
F,Stratum 4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,61,51,51,60,69,58
M,Stratum 3,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,69,67,69,75,63,69
M,Stratum 2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,72,56,58,64,55,58
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,57,69,68,71,66
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,54,59,59,52,56
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,61,63,54,64,61,61
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,76,80,88,74,78,80
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,56,50,49,49,42,48
M,Stratum 2,No,No,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,81,72,80,77,53,71
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,63,64,62,50,60
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,69,70,70,55,66
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,PUBLIC,ACADEMIC,72,60,70,63,73,67
F,Stratum 1,No,Yes,Yes,Yes,No,Yes,No,No,No,No,PUBLIC,TECHNICAL/ACADEMIC,62,55,58,63,58,59
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,55,57,58,66,59
F,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,39,47,52,41,44,46
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,74,62,65,76,75,70
M,Stratum 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,PUBLIC,ACADEMIC,67,65,66,69,61,65
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,69,60,70,53,63
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,61,63,61,72,55,63
F,Stratum 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,56,58,57,62,55,58
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,60,77,70,70,69
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,61,59,65,57,61
M,Stratum 3,No,No,No,No,No,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,66,63,75,70,52,65
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,70,61,62,73,63,65
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,60,51,56,52,50,52
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,63,59,62,55,60
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,60,65,67,61,63
F,Stratum 2,No,No,No,Yes,No,No,No,No,No,No,PUBLIC,TECHNICAL/ACADEMIC,55,63,49,59,79,63
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,72,69,74,100,79
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,74,72,87,71,65,74
F,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,57,64,69,64,64
M,Stratum 1,No,No,No,No,No,No,Yes,No,Yes,No,PUBLIC,ACADEMIC,74,55,71,74,49,62
F,Stratum 4,No,No,No,Yes,No,No,Yes,No,No,No,PRIVATE,ACADEMIC,79,75,72,72,73,73
M,Stratum 6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,57,56,49,53,54
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,74,65,80,72,75,73
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,60,64,78,100,76
F,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,67,58,53,59,54,56
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,58,65,66,73,66
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,81,75,83,66,69,73
M,Stratum 2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,77,65,67,71,56,65
M,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,57,75,69,93,74
M,Stratum 5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,83,75,90,100,87
F,Stratum 2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,56,48,51,58,54,53
M,Stratum 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,72,67,65,82,73,72
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,58,72,61,69,63,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,79,72,73,73,82,75
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,69,59,58,60,62
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,90,65,77,76,93,78
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,95,75,75,83,100,83
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,72,75,81,93,80
F,Stratum 1,No,No,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,56,52,59,52,45,52
F,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,75,55,60,62,55,58
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,75,75,76,84,78
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,75,75,68,62,70
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,66,54,62,71,53,60
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,43,35,47,49,45,44
M,Stratum 2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,55,38,30,43,51,41
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,70,71,60,60,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,65,62,74,61,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,55,64,67,61,62
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,65,60,64,62,63
M,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,61,51,66,64,44,56
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,65,73,63,64,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,75,62,74,73,71
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,72,71,79,88,78
M,Stratum 2,No,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,53,54,53,56,69,58
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,42,52,67,59,55,58
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,69,67,77,88,75
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,75,69,70,93,77
M,Stratum 6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,79,73,79,59,73
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,61,67,83,88,75
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,65,69,69,85,72
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,75,80,77,85,79
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,69,67,84,84,76
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,60,70,65,77,68
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,92,65,67,77,82,73
F,Stratum 1,No,No,No,No,No,Yes,Yes,No,Yes,No,PUBLIC,TECHNICAL,67,58,67,69,71,66
M,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,85,69,65,73,100,77
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,55,56,59,75,61
M,Stratum 1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,64,70,57,65,50,61
M,Stratum 3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,47,45,48,44,46
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,57,65,70,72,66
M,Stratum 3,No,No,No,No,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,69,67,65,68,67
F,Stratum 2,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,57,58,48,60,58,56
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,67,77,79,84,77
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,57,58,53,56,53,55
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,54,58,52,57,55
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,67,73,78,88,77
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,60,64,80,82,72
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,69,72,73,88,76
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,51,56,59,64,58
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,58,61,71,58,62
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,67,71,75,77,73
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,67,62,77,54,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,69,75,84,93,80
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,55,67,67,82,68
M,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,47,47,53,53,50
M,Stratum 1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,PRIVATE,ACADEMIC,77,60,62,77,63,66
M,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,61,73,63,68,66
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,74,70,71,68,88,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,77,57,62,65,79,66
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,59,61,69,69,65,66
F,Stratum 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,79,65,59,69,47,60
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,63,65,59,53,65,61
F,Stratum 1,No,No,Yes,No,No,Yes,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,67,69,69,71,79,72
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,75,66,77,100,80
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,60,62,69,77,67
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,60,57,51,55,56,55
